,course_name,course_link,university_name,course_type,university_logo,time_required,course_language,course_subtitles,course_skills,course_rating,category,sub_category,course_level
2740,"Introduction to Trading, Machine Learning & GCP",https://www.coursera.org/learn/introduction-trading-machine-learning-gcp,Google Cloud,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 9 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Finance', 'Trading', 'Investment', 'Machine Learning applied to Finance']",not-mentioned,Data Science,Machine Learning,Intermediate Level
2741,Introduction to Translational Science,https://www.coursera.org/learn/intro-translational-science,University of Rochester,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/84/e8145f5855a4d8ea4781f692ce6792/Coursera_UR_Square.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 10 hours to complete,English,Subtitles: English,[],4.5stars,Health,Basic Science,Beginner Level
2742,Introduction to Typography,https://www.coursera.org/learn/typography,California Institute of the Arts,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/f1/004ff04b1711e7aa5d7f0b94d133cc/Logo_180x180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Creativity', 'Adobe Illustrator', 'History', 'Graphics', 'Adobe Indesign']",4.8stars,Arts and Humanities,Music and Art,Beginner Level
2743,Introduction to UI Design,https://www.coursera.org/learn/ui-design,University of Minnesota,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/75/a144950f75d01464eef8e64003285c/FB-GoldM-maroon.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 14 hours to complete,English,Subtitles: English,"['Usability', 'User Interface Design (UI Design)', 'Design Theory', 'User Interface']",4.7stars,Computer Science,Design and Product,Beginner Level
2744,Introduction to Unit Testing in Jest - The Fundamentals,https://www.coursera.org/learn/unit-testing-in-jest,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,2 hours,English,English,"['Unit Testing', 'Jest']",4.8stars,Computer Science,Software Development,Subtitles: English
2745,Introduction to User Experience Design ,https://www.coursera.org/learn/user-experience-design,Georgia Institute of Technology,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/a5/b9f3b0ed1911e4b974a91400b6b11f/Yellow-GT-logo-360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 6 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Chinese (Simplified), Russian, English, Spanish","['Usability', 'User Experience (UX)', 'User Experience Design (UXD)', 'User Interface']",not-mentioned,Computer Science,Design and Product,Beginner Level
2746,Introduction to User Experience Principles and Processes,https://www.coursera.org/learn/introtoux-principles-and-processes,University of Michigan,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/70/de505d47be7d3a063b51b6f856a6e2/New-Block-M-Stacked-Blue-295C_600x600.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 11 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],not-mentioned,Computer Science,Design and Product,Beginner Level
2747,Introduction to Valuation with WACC,https://www.coursera.org/learn/introduction-valuation-wacc,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,1 hour,English,English,"['Accounting', 'Financial Data Analysis', 'Capital Market']",4.3stars,Business,Finance,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish"
2748,Introduction to Virtual Reality,https://www.coursera.org/learn/introduction-virtual-reality,University of London,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/fb/b28a301e0211e8a40e23e4176c8e4a/UoL-Logo_180x180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 12 hours to complete,English,"Subtitles: Arabic, French, Portuguese (Brazilian), Russian, English, Spanish",[],4.7stars,Computer Science,Design and Product,Beginner Level
2749,Introduction to Web Development,https://www.coursera.org/learn/web-development,"University of California, Davis",COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/66/4d1f6067b511e599c247e28e57110c/Logo-B-for-Coursera.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 22 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Css Code', 'Html', 'JavaScript', 'Cascading Style Sheets (CCS)']",4.7stars,Computer Science,Mobile and Web Development,Beginner Level
2750,Introduction to Who Wrote Shakespeare,https://www.coursera.org/learn/shakespeare,University of London,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/fb/b28a301e0211e8a40e23e4176c8e4a/UoL-Logo_180x180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 20 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],4.7stars,Arts and Humanities,History,Beginner Level
2751,Introduction to advanced tomography,https://www.coursera.org/learn/cinemaxe,Technical University of Denmark (DTU),COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/a1/d5afc3cc42abe551484d48aedd1c6d/DTUlogoSmall_nobg.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 30 hours to complete,English,Subtitles: English,[],4.8stars,Physical Science and Engineering,Physics and Astronomy,not-mentioned
2752,Introduction to battery-management systems,https://www.coursera.org/learn/battery-management-systems,University of Colorado Boulder,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/bb/16e85962a963ab3546196705d25865/CUBoulder_360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 24 hours to complete,English,Subtitles: English,"['Understand the requirements of a battery-management system', 'Understand how lithium-ion battery cells work']",not-mentioned,Physical Science and Engineering,Electrical Engineering,Intermediate Level
2753,Introduction to iOS App Development with Swift 5,https://www.coursera.org/learn/ios-app-development-swift-5,LearnQuest,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/91/3ae3bf6d924c9180182672d7302dab/LearnQuest-logo_1200x1200.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 13 hours to complete,English,Subtitles: English,[],4.7stars,Computer Science,Software Development,Intermediate Level
2754,Introduction to inkscape,https://www.coursera.org/learn/introduction-to-inkscape,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,2 hours,English,English,"['Produce high quality Diagrams', 'Image edition', 'Edition of vetorized images', 'Produce congress posters']",4.9stars,Physical Science and Engineering,Physics and Astronomy,Subtitles: English
2755,Introduction to numerical analysis,https://www.coursera.org/learn/intro-to-numerical-analysis,National Research University Higher School of Economics,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/ef/731264341a445a36c4b42dbdb7ab7b/hse_color_kvadrat_white_e.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 18 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],not-mentioned,Computer Science,Algorithms,Intermediate Level
2756,Introduction to solar cells,https://www.coursera.org/learn/solar-cells,Technical University of Denmark (DTU),COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/a1/d5afc3cc42abe551484d48aedd1c6d/DTUlogoSmall_nobg.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 23 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish, Hindi","['Solar Systems', 'Solar Energy', 'Solar Technology', 'Solar Cell Manufacturing']",4.8stars,Physical Science and Engineering,Environmental Science and Sustainability,Beginner Level
2757,Introduction to the Arctic: Climate,https://www.coursera.org/learn/arctic-introduction-climate,University of Alberta,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/35/23d929219e4489c2d11215009dc699/coursera_180x180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 9 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],not-mentioned,Physical Science and Engineering,Environmental Science and Sustainability,not-mentioned
2758,Introduction to the Biology of Cancer,https://www.coursera.org/learn/cancer,Johns Hopkins University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/74/7ae340ec6911e5b395490a2a565172/JHU-Logo-Square-Mini_180px.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 8 hours to complete,English,"Subtitles: Arabic, Catalan, Portuguese (Brazilian), Dutch, Turkish, English, Hebrew, Spanish","['Cancer', 'Biology', 'Cancer Biology', 'Cancer Genetics']",4.8stars,Health,Basic Science,Beginner Level
2759,Introduction to the Digital Advertising Landscape,https://www.coursera.org/learn/digital-advertising-landscape,University of Colorado Boulder,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/bb/16e85962a963ab3546196705d25865/CUBoulder_360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 13 hours to complete,English,Subtitles: English,[],4.5stars,Business,Marketing,Beginner Level
2760,Introduction to the Internet of Things and Embedded Systems,https://www.coursera.org/learn/iot,"University of California, Irvine",COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/39/31c7a00bb411e4b2adb7c560fb2da9/UCI_MB_PI_WM_300x300_YellowonBlue.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 12 hours to complete,English,"Subtitles: English, Vietnamese, Spanish, Arabic","['Internet Of Things (IOT)', 'Microcontroller', 'Embedded System Design', 'Wireshark']",not-mentioned,Computer Science,Software Development,not-mentioned
2761,"Introduction to the Nonprofit Sector, Nonprofit Organizations, Nonprofit Leadership and Governance",https://www.coursera.org/learn/nonprofit-organizations,University at Buffalo,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/ab/af2a00e2fd11e6afdccf8b30f1d74c/UB-Logo-BlueSquare.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 11 hours to complete,English,Subtitles: English,[],not-mentioned,Business,Leadership and Management,not-mentioned
2762,Introduction to the Orbital Perspective,https://www.coursera.org/learn/orbitalperspective,University of Arizona,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/1d/72f3504dcb11e49b8d3dd0c12d942e/UA_Coursera_Profile.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 16 hours to complete,English,Subtitles: English,[],4.6stars,Social Sciences,Governance and Society,Beginner Level
2763,Introduction à la programmation orientée objet (en C++),https://www.coursera.org/learn/programmation-orientee-objet-cpp,École Polytechnique Fédérale de Lausanne,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/5c/6a4547134c4268aa28c539f15c7ff7/EPFL-Logo-300-300.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 32 hours to complete,French,"Subtitles: French, English",[],not-mentioned,Computer Science,Software Development,Intermediate Level
2764,Introduction à la programmation orientée objet (en Java),https://www.coursera.org/learn/programmation-orientee-objet-java,École Polytechnique Fédérale de Lausanne,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/5c/6a4547134c4268aa28c539f15c7ff7/EPFL-Logo-300-300.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 33 hours to complete,French,"Subtitles: French, English","['Interfaces', 'Logic Programming', 'Java Programming', 'Object-Oriented Programming (OOP)']",4.8stars,Computer Science,Software Development,Intermediate Level
2765,Introduction à la théorie de Galois,https://www.coursera.org/learn/theorie-de-galois,École normale supérieure,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/cc/0270bae779e20333858add2a25205c/ENS_Logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 13 hours to complete,French,Subtitles: French,[],not-mentioned,Math and Logic,Math and Logic,not-mentioned
2766,Introductory Human Physiology,https://www.coursera.org/learn/physiology,Duke University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/6d/3cb3e06c357d40ef60000fb3d12d72/dukesquare_blue.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 33 hours to complete,English,"Subtitles: English, Chinese (Simplified)","['Metabolic Pathways', 'Biology', 'Organ Systems', 'Medicine']",not-mentioned,Health,Basic Science,not-mentioned
2767,Introduzione alla Storia dell'Architettura Contemporanea,https://www.coursera.org/learn/architettura-contemporanea,Politecnico di Milano,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/fda9c0b19111e6882591891fb498a5/Polimi_logo_square.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 5 hours to complete,Italian,Subtitles: Italian,[],4.7stars,Arts and Humanities,Music and Art,Beginner Level
2768,"Introduzione alla fisica sperimentale: elettromagnetismo, ottica, fisica moderna",https://www.coursera.org/learn/fisica-sperimentale-fisica-moderna,Politecnico di Milano,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/fda9c0b19111e6882591891fb498a5/Polimi_logo_square.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 14 hours to complete,Italian,Subtitles: Italian,[],4.8stars,Physical Science and Engineering,Physics and Astronomy,not-mentioned
2769,"Introduzione alla fisica sperimentale: meccanica, termodinamica",https://www.coursera.org/learn/fisica-sperimentale-meccanica-termodinamica,Politecnico di Milano,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/fda9c0b19111e6882591891fb498a5/Polimi_logo_square.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 20 hours to complete,Italian,Subtitles: Italian,[],not-mentioned,Physical Science and Engineering,Physics and Astronomy,Beginner Level
2770,Introdução a Mapas de Relação com Kumu,https://www.coursera.org/learn/intro-kumu,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,1 hour,Portuguese (Brazilian),Portuguese (Brazilian),"['pensamento sistêmico', 'mapeamento', 'complexidade']",not-mentioned,Information Technology,Networking,Subtitles: Italian
2771,Introdução ao Big Data ,https://www.coursera.org/learn/introducao-big-data,Fundação Instituto de Administração,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/fa/0b3fb0640711e8b77e73d0990f7c82/180.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 16 hours to complete,Portuguese (Brazilian),Subtitles: Portuguese (Brazilian),[],4.6stars,Data Science,Data Analysis,Beginner Level
2772,Introdução ao Controle Moderno,https://www.coursera.org/learn/controle-moderno,Instituto Tecnológico de Aeronáutica,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/d8/b56970e03e11e5b08f85a2edf0fe5f/logo_ita--Squared--360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 10 hours to complete,Portuguese (Brazilian),Subtitles: Portuguese (Brazilian),[],not-mentioned,Physical Science and Engineering,Electrical Engineering,Intermediate Level
2773,Introdução ao Controle de Sistemas,https://www.coursera.org/learn/controle,Instituto Tecnológico de Aeronáutica,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/d8/b56970e03e11e5b08f85a2edf0fe5f/logo_ita--Squared--360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 19 hours to complete,Portuguese (Brazilian),Subtitles: Portuguese (Brazilian),[],not-mentioned,Physical Science and Engineering,Electrical Engineering,not-mentioned
2774,Introdução ao Desenvolvimento de Aplicativos Android,https://www.coursera.org/learn/introducao-aplicativos-android,Universidade Estadual de Campinas,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/ff/4564c0247c11e4b79e979aa991bb77/square_logo_for_university_page_unicamp360_360px.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 7 hours to complete,Portuguese (Brazilian),Subtitles: Portuguese (Brazilian),[],4.6stars,Computer Science,Mobile and Web Development,Intermediate Level
2775,Introdução ao Marketing Analítico,https://www.coursera.org/learn/marketing-analitico,Insper,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/11/83d6109abc11e5862139478157e0a3/png_360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 24 hours to complete,Portuguese (Brazilian),"Subtitles: Portuguese (Brazilian), Portuguese (Brazilian)","['Analytics', 'Marketing', 'Marketing Analytics', 'Marketing Performance Measurement And Management']",4.7stars,Business,Marketing,not-mentioned
2776,Introdução ao Teste de Software,https://www.coursera.org/learn/intro-teste-de-software,Universidade de São Paulo,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/8f/4b5a90378011e5a61ebde0011ec7cd/logo_USP_quadrado---C_pia.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 16 hours to complete,Portuguese (Brazilian),Subtitles: Portuguese (Brazilian),[],4.8stars,Computer Science,Software Development,Beginner Level
2777,Introdução à Análise Macroeconômica,https://www.coursera.org/learn/introducao-analise-macroeconomica,Universidade de São Paulo,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/8f/4b5a90378011e5a61ebde0011ec7cd/logo_USP_quadrado---C_pia.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 23 hours to complete,Portuguese (Brazilian),Subtitles: Portuguese (Brazilian),[],4.8stars,Social Sciences,Economics,Intermediate Level
2778,Introdução à Ciência da Computação com Python Parte 1,https://www.coursera.org/learn/ciencia-computacao-python-conceitos,Universidade de São Paulo,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/8f/4b5a90378011e5a61ebde0011ec7cd/logo_USP_quadrado---C_pia.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 42 hours to complete,Portuguese (Brazilian),Subtitles: Portuguese (Brazilian),"['Python Syntax And Semantics', 'Python Programming', 'Idle (Python)', 'Programming Language']",4.9stars,Computer Science,Software Development,Beginner Level
2779,Introdução à Ciência da Computação com Python Parte 2,https://www.coursera.org/learn/ciencia-computacao-python-conceitos-2,Universidade de São Paulo,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/8f/4b5a90378011e5a61ebde0011ec7cd/logo_USP_quadrado---C_pia.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 29 hours to complete,Portuguese (Brazilian),Subtitles: Portuguese (Brazilian),"['Software Testing', 'Recursion', 'Python Programming', 'Sorting Algorithm']",4.9stars,Computer Science,Software Development,Beginner Level
2780,Introdução à Economia do Trabalho: Teorias e Políticas,https://www.coursera.org/learn/economia-do-trabalho,Universidade Estadual de Campinas,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/ff/4564c0247c11e4b79e979aa991bb77/square_logo_for_university_page_unicamp360_360px.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 14 hours to complete,Portuguese (Brazilian),Subtitles: Portuguese (Brazilian),[],4.8stars,Social Sciences,Economics,Beginner Level
2781,Introdução à Guitarra,https://www.coursera.org/learn/intro-guitarra,Berklee College of Music,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/86/a7cda046f711e7a0d469a7ae562564/Berklee_Logo_Stacked_RGB.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 20 hours to complete,Portuguese (Brazilian),"Subtitles: French, Catalan, Portuguese (Brazilian), Vietnamese, Russian, English",[],4.3stars,Arts and Humanities,Music and Art,Beginner Level
2782,Introdução às Tecnologias Blockchain,https://www.coursera.org/learn/introducao-tecnologias-blockchain,INSEAD,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/c9/3ab5b8385f4809ac01eff7e499d23f/L-png-roundel-RGB-green.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 29 hours to complete,Portuguese (Brazilian),"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],5.0stars,Business,Business Essentials,Beginner Level
2783,Inventory Analytics,https://www.coursera.org/learn/inventoryanalytics,Rutgers the State University of New Jersey,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/b6/9fefe03aa411e4a4351b48ac74e750/RU_SIG_ST_RED_100K_360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 10 hours to complete,English,Subtitles: English,"['Inventory Control', 'Data Analysis', 'Sales And Operations Planning', 'Supply Chain']",4.3stars,Business,Business Essentials,Beginner Level
2784,Investigación de mercados y comportamiento del consumidor,https://www.coursera.org/learn/investigacion-de-mercados,IE Business School,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/c1/7b3f70ad6911e68aeeff5dd478f537/01_ie_Claim_V_300_square.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 6 hours to complete,Spanish,"Subtitles: Spanish, English","['Survey Research', 'Consumer Behaviour', 'Market Data', 'Marketing']",not-mentioned,Business,Marketing,Beginner Level
2785,Investment Risk Management,https://www.coursera.org/learn/investment-risk-management,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,1 hour,English,English,"['Financial Data Analysis', 'Risk Management', 'Statistics']",4.5stars,Business,Finance,"Subtitles: Spanish, English"
2786,Investment Strategies and Portfolio Analysis,https://www.coursera.org/learn/investment-strategies-portfolio-analysis,Rice University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/3a/043acda9fb458194d1cbcd38ca6d5c/Rice_Logo_280_Blue_Square.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 15 hours to complete,English,Subtitles: English,[],not-mentioned,Business,Finance,not-mentioned
2787,Investment Strategy,https://www.coursera.org/learn/investment-philosophy,Indian School of Business,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/cd/3616606efe11e4aa94b513cb1870b0/Square-logo-360-360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 10 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",[],not-mentioned,Business,Finance,Intermediate Level
2788,Investments I: Fundamentals of Performance Evaluation,https://www.coursera.org/learn/investments-fundamentals,University of Illinois at Urbana-Champaign,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/d8/42cdc0ab2011e8b910bdf80bed9f6c/CenterILblock-ISQUAREOrangeBackgrnd.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 29 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Stock', 'Finance', 'Investment Strategy', 'Investment']",not-mentioned,Business,Finance,not-mentioned
2789,Investments II: Lessons and Applications for Investors,https://www.coursera.org/learn/investments-applications,University of Illinois at Urbana-Champaign,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/d8/42cdc0ab2011e8b910bdf80bed9f6c/CenterILblock-ISQUAREOrangeBackgrnd.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 20 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Stock', 'Financial Markets', 'Investment Strategy', 'Investment']",not-mentioned,Business,Finance,not-mentioned
2790,Invitation to Mathematics     הזמנה למתמטיקה,https://www.coursera.org/learn/introduction-to-math,Hebrew University of Jerusalem,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/31/f810502d5c11e59e67c7d2133f9a99/11113868_1646200448933517_386999274417346294_n.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 27 hours to complete,Hebrew,Subtitles: Hebrew,[],4.4stars,Math and Logic,Math and Logic,not-mentioned
